Project Name,Project,Field Number,Historical Project Code,Date,Day,Month,Year,Date fished,Waterbody Name,Start Time,Stop Time,Start Latitude,Start Longitude,Gear,Effort,Quantification of Effort,Air Temperature,Water Temperature,Conductivity,Dissolved Oxygen,pH,Secchi Tube > measured,Secchi Tube (m),Turbidity (ntu),Distance From Shore (m),Dominant Vegetation,Floodplain Use,Bank Slope (%),Channel Cover (%),Weather Conditions,Wind Speed (km/h),Wind Direction,Weather Notes,Emergent,Floating,Submerged,Open Water,Dominant_aqua_veg,Deciduous,Coniferous,Herbaceous,shrubs,None,tbl1-4_riparian_veg.Unknown,Not recorded,Dominant_riparian_veg,Aquatic Animal Notes,Description of Gear,Narrative Locality Description,Notes_SpeciesID,Final Notes
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-290824-001A,W-27,29-Aug-24,29,8,2024,30-Aug-24,St. Clair NWA - West Cell SCU,12:10:00 PM,8:06:00 AM,42.363656,-82.410229,MFN,19.9,hours,23.2,21.865,402,1.39,7.34,TRUE,,7.64,0,,Less disturbed - Wetland,,,Cloudy,5,NE,,5,60,25,10,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-290824-002A,W-28,29-Aug-24,29,8,2024,30-Aug-24,St. Clair NWA - West Cell SCU,12:30:00 PM,8:56:00 AM,42.360893,-82.406906,MFN,20.4,hours,24.5,22.954,394.5,2.15,7.38,TRUE,,7.42,0,,Less disturbed - Wetland,,,Cloudy,4.5,NE,,5,45,45,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-290824-003A,W-29,29-Aug-24,29,8,2024,30-Aug-24,St. Clair NWA - West Cell SCU,12:58:00 PM,9:15:00 AM,42.364873,-82.411728,MFN,20.3,hours,26.2,21.881,407.1,1.29,7.13,TRUE,,7.83,0,,Less disturbed - Wetland,,,Cloudy,3.1,ENE,,10,70,20,0,Floating,5,0,95,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-290824-004A,W-30,29-Aug-24,29,8,2024,30-Aug-24,St. Clair NWA - West Cell SCU,1:12:00 PM,9:44:00 AM,42.366433,-82.411598,MFN,20.5,hours,26.6,22.497,325.5,1.88,7.38,TRUE,,0.8,0,,Less disturbed - Wetland,,,Cloudy,4,ENE,,5,50,40,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-290824-005A,W-31,29-Aug-24,29,8,2024,30-Aug-24,St. Clair NWA - West Cell SCU,1:32:00 PM,10:16:00 AM,42.366314,-82.41347,MFN,20.7,hours,23.6,22.877,417.8,1.59,7.39,TRUE,,8.32,0,,Less disturbed - Wetland,,,Cloudy,6.6,ENE,,0,70,25,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-290824-006A,W-32,29-Aug-24,29,8,2024,30-Aug-24,St. Clair NWA - West Cell SCU,1:46:00 PM,10:52:00 AM,42.367001,-82.414344,MFN,21.1,hours,24.6,23.683,389.7,2.45,7.47,TRUE,,6.14,0,,Less disturbed - Wetland,,,Cloudy,6.4,ENE,,10,60,20,10,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-030924-001A,W-33,3-Sep-24,3,9,2024,4-Sep-24,St. Clair NWA - West Cell SCU,12:29:00 PM,8:13:00 AM,42.371526,-82.411943,MFN,19.7,hours,27.2,19.27,376,0.84,7.19,TRUE,,,0,,Less disturbed - Wetland,,,Mixed sun and cloud,3.1,E,,5,70,20,5,Floating,70,0,30,0,0,,,Deciduous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-030924-002A,W-34,3-Sep-24,3,9,2024,4-Sep-24,St. Clair NWA - West Cell SCU,12:43:00 PM,8:29:00 AM,42.370331,-82.413539,MFN,19.8,hours,23,19.945,357.4,2.2,7.15,TRUE,,,0,,Less disturbed - Wetland,,,Mixed sun and cloud,9.9,E,so nice!,5,50,25,20,Floating,50,0,50,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-030924-003A,W-35,3-Sep-24,3,9,2024,4-Sep-24,St. Clair NWA - West Cell SCU,12:57:00 PM,8:56:00 AM,42.369435,-82.414097,MFN,20,hours,24.1,19.507,327.2,2.66,7.47,TRUE,,,0,,Less disturbed - Wetland,,,Mixed sun and cloud,4,E,,5,55,10,30,Floating,45,0,45,10,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-030924-004A,W-36,3-Sep-24,3,9,2024,4-Sep-24,St. Clair NWA - West Cell SCU,1:24:00 PM,9:18:00 AM,42.369617,-82.410914,MFN,19.9,hours,25.4,19.175,331.6,4.35,7.75,TRUE,,0.57,2,,Less disturbed - Wetland,,,Sunny,3.5,E,,10,10,50,30,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: PINK; Net notes: lead set 2m offshore","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-030924-005A,W-37,3-Sep-24,3,9,2024,4-Sep-24,St. Clair NWA - West Cell SCU,2:04:00 PM,9:40:00 AM,42.371075,-82.409511,MFN,19.6,hours,27.7,19.723,321.2,5.6,7.7,TRUE,,,0,,Less disturbed - Wetland,,,Sunny,9,E,,5,40,50,5,Submerged,80,0,10,10,0,,,Deciduous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-040924-001A,W-38,4-Sep-24,4,9,2024,5-Sep-24,St. Clair NWA - West Cell SCU,11:33:00 AM,8:00:00 AM,42.37173,-82.406945,MFN,20.5,hours,24.1,19.358,383,3.54,7.71,TRUE,,0.97,0,,Less disturbed - Wetland,,,Sunny,5,SE,,5,25,10,60,Open Water,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: PINK OR CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-040924-002A,W-39,4-Sep-24,4,9,2024,5-Sep-24,St. Clair NWA - West Cell SCU,11:59:00 AM,8:15:00 AM,42.369251,-82.407406,MFN,20.3,hours,24.9,18.95,341.4,3.61,7.46,TRUE,,5.96,0,,Less disturbed - Wetland,,,Sunny,4.3,SE,,5,50,35,10,Floating,0,0,90,10,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: BLUE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-040924-003A,W-40,4-Sep-24,4,9,2024,5-Sep-24,St. Clair NWA - West Cell SCU,12:21:00 PM,8:42:00 AM,42.371742,-82.405433,MFN,20.4,hours,25,20.6,307.9,8.96,8,TRUE,,0.71,0,,Less disturbed - Wetland,,,Sunny,9,SE,,5,45,30,20,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE see spreadsheet,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
