Project Name,Year,Day,Month,Field Number,Bin Number,Species,Total Length (mm),Total Weight (g)
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Lepomis gibbosus,120,32.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Lepomis gibbosus,107,23.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Lepomis gibbosus,124,36.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Lepomis gibbosus,115,27.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Lepomis gibbosus,133,49.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Lepomis gibbosus,116,30.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Lepomis gibbosus,129,41.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Lepomis macrochirus,99,17.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Lepomis macrochirus,-1,-1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Micropterus nigricans,193,94.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Micropterus nigricans,162,48.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Micropterus nigricans,67,3.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Micropterus nigricans,61,2.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Umbra limi,38,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Amia ocellicauda,410,574.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-005A,1,Amia ocellicauda,407,544
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-006A,1,Amia ocellicauda,576,1544
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-006A,1,Amia ocellicauda,388,479
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-006A,1,Amia ocellicauda,423,697
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-006A,1,Lepomis macrochirus,179,116.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-006A,1,Lepomis gibbosus,113,29.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-006A,1,Lepomis gibbosus,139,50.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-006A,1,Lepomis gibbosus,121,35.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-006A,1,Lepomis gibbosus,141,52
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-006A,1,Lepomis gibbosus,120,34.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-090823-006A,1,Lepomis gibbosus,118,31
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Lepomis gibbosus,65,5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Lepomis sp,35,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Lepomis sp,29,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Lepomis sp,34,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Lepomis sp,35,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Pomoxis nigromaculatus,211,158.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Pomoxis nigromaculatus,203,141.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Pomoxis nigromaculatus,232,202.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Pomoxis nigromaculatus,66,3.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Pomoxis nigromaculatus,64,3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Lepomis macrochirus,38,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-001A,1,Ameiurus melas,304,417
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,53,2.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,45,1.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,30,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,29,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,45,1.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,41,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,34,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,38,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,28,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,34,0.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,129,43.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,42,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,41,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,41,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,37,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,42,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,33,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,35,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,37,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,37,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,37,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,38,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,31,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,39,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,30,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,36,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,43,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,42,1.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,40,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,35,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,38,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,36,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,38,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,42,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis macrochirus,37,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,24,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,29,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,31,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,31,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,44,1.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,30,0.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,38,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,25,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,28,0.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,27,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,36,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,33,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,22,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,38,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,29,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,40,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,23,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,23,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,36,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,24,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,20,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,23,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,28,0.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,34,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,35,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,35,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,36,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,27,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,31,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,24,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,34,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,39,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,34,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,38,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,20,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,24,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,23,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,38,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,34,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,34,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,28,0.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,21,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,29,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,39,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,21,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,31,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,35,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,24,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,30,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,38,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,24,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,20,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,25,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,32,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,34,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,35,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,35,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,22,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,39,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,24,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,23,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,22,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,24,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,24,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,22,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,27,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,27,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,25,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,23,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,22,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,25,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,35,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,20,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,35,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,25,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,31,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,26,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,22,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,23,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,33,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,25,0.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,33,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,23,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,23,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,22,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,34,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,24,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,28,0.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,22,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,31,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,24,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,19,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,31,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,22,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,22,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,23,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,31,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,29,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,34,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,31,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,33,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,25,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,28,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis sp,33,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Notemigonus crysoleucas,96,7.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Notemigonus crysoleucas,126,18
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Micropterus nigricans,62,3.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Pomoxis nigromaculatus,246,225.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Pomoxis nigromaculatus,230,181
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Pomoxis nigromaculatus,183,95.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Pomoxis nigromaculatus,220,180
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis gibbosus,47,2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis gibbosus,69,6.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis gibbosus,120,39
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-002A,1,Lepomis gibbosus,183,129.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Notemigonus crysoleucas,100,8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Notemigonus crysoleucas,-1,-1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Lepomis sp,37,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Lepomis sp,34,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Lepomis sp,37,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Lepomis sp,37,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Lepomis sp,32,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Lepomis gibbosus,160,88.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Micropterus nigricans,71,
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Lepomis macrochirus,39,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Lepomis macrochirus,104,20.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Pomoxis nigromaculatus,181,89.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Pomoxis nigromaculatus,127,166.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Pomoxis nigromaculatus,242,220.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Ameiurus melas,291,390
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-003A,1,Amia ocellicauda,591,1156
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Pomoxis nigromaculatus,137,40
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Pomoxis nigromaculatus,65,2.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Micropterus nigricans,65,3.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Micropterus nigricans,64,2.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Lepomis macrochirus,184,126.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Lepomis macrochirus,35,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Lepomis macrochirus,36,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Lepomis macrochirus,35,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Lepomis macrochirus,35,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Notemigonus crysoleucas,64,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Notemigonus crysoleucas,63,1.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Notemigonus crysoleucas,54,1.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Notemigonus crysoleucas,56,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Notemigonus crysoleucas,60,1.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Notemigonus crysoleucas,52,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-100823-004A,1,Notemigonus crysoleucas,55,1.1
