Time_sec,BV_Volts,Temperature_C,DO_mgL,Q,SN,InWater,DateTime,Field.Number,Date,Time,www.epochconverter.com,0.006944444
1691560380,3.42,22.526,5.977,0.918,7450-049711,TRUE,8/9/2023 1:53,2023-LCS-NWA-080823-002A,8/9/2023,1:53,,
1691560620,3.42,22.905,4.468,0.96,7450-770855,TRUE,8/9/2023 1:57,2023-LCS-NWA-080823-001A,8/9/2023,1:57,,
1691560620,3.42,21.535,1.118,0.97,7450-064567,TRUE,8/9/2023 1:57,2023-LCS-NWA-080823-003A,8/9/2023,1:57,,
1691560920,3.45,21.811,2.128,0.985,7450-778298,TRUE,8/9/2023 2:02,2023-LCS-NWA-080823-005A,8/9/2023,2:02,,
1691560980,3.42,22.509,5.809,0.918,7450-049711,TRUE,8/9/2023 2:03,2023-LCS-NWA-080823-002A,8/9/2023,2:03,,
1691561220,3.42,22.855,4.455,0.958,7450-770855,TRUE,8/9/2023 2:07,2023-LCS-NWA-080823-001A,8/9/2023,2:07,,
1691561220,3.42,21.543,0.942,0.968,7450-064567,TRUE,8/9/2023 2:07,2023-LCS-NWA-080823-003A,8/9/2023,2:07,,
1691561520,3.45,21.752,2.022,0.985,7450-778298,TRUE,8/9/2023 2:12,2023-LCS-NWA-080823-005A,8/9/2023,2:12,,
1691561580,3.42,22.459,5.654,0.918,7450-049711,TRUE,8/9/2023 2:13,2023-LCS-NWA-080823-002A,8/9/2023,2:13,,
1691561820,3.42,22.813,4.394,0.958,7450-770855,TRUE,8/9/2023 2:17,2023-LCS-NWA-080823-001A,8/9/2023,2:17,,
1691561820,3.42,21.526,0.889,0.968,7450-064567,TRUE,8/9/2023 2:17,2023-LCS-NWA-080823-003A,8/9/2023,2:17,,
1691562120,3.45,21.786,2.126,0.985,7450-778298,TRUE,8/9/2023 2:22,2023-LCS-NWA-080823-005A,8/9/2023,2:22,,
1691562180,3.42,22.434,5.588,0.918,7450-049711,TRUE,8/9/2023 2:23,2023-LCS-NWA-080823-002A,8/9/2023,2:23,,
1691562420,3.42,22.78,4.505,0.955,7450-770855,TRUE,8/9/2023 2:27,2023-LCS-NWA-080823-001A,8/9/2023,2:27,,
1691562420,3.42,21.485,0.794,0.966,7450-064567,TRUE,8/9/2023 2:27,2023-LCS-NWA-080823-003A,8/9/2023,2:27,,
1691562720,3.45,21.761,2.023,0.985,7450-778298,TRUE,8/9/2023 2:32,2023-LCS-NWA-080823-005A,8/9/2023,2:32,,
1691562780,3.42,22.367,5.099,0.918,7450-049711,TRUE,8/9/2023 2:33,2023-LCS-NWA-080823-002A,8/9/2023,2:33,,
1691563020,3.42,22.763,4.402,0.955,7450-770855,TRUE,8/9/2023 2:37,2023-LCS-NWA-080823-001A,8/9/2023,2:37,,
1691563020,3.42,21.468,0.795,0.966,7450-064567,TRUE,8/9/2023 2:37,2023-LCS-NWA-080823-003A,8/9/2023,2:37,,
1691563320,3.45,21.727,1.922,0.985,7450-778298,TRUE,8/9/2023 2:42,2023-LCS-NWA-080823-005A,8/9/2023,2:42,,
1691563380,3.42,22.383,5.064,0.918,7450-049711,TRUE,8/9/2023 2:43,2023-LCS-NWA-080823-002A,8/9/2023,2:43,,
1691563620,3.42,22.705,4.248,0.957,7450-770855,TRUE,8/9/2023 2:47,2023-LCS-NWA-080823-001A,8/9/2023,2:47,,
1691563620,3.42,21.443,0.69,0.965,7450-064567,TRUE,8/9/2023 2:47,2023-LCS-NWA-080823-003A,8/9/2023,2:47,,
1691563920,3.45,21.694,1.873,0.985,7450-778298,TRUE,8/9/2023 2:52,2023-LCS-NWA-080823-005A,8/9/2023,2:52,,
1691563980,3.42,22.367,5.046,0.918,7450-049711,TRUE,8/9/2023 2:53,2023-LCS-NWA-080823-002A,8/9/2023,2:53,,
1691564220,3.42,22.671,4.32,0.955,7450-770855,TRUE,8/9/2023 2:57,2023-LCS-NWA-080823-001A,8/9/2023,2:57,,
1691564220,3.42,21.426,0.603,0.964,7450-064567,TRUE,8/9/2023 2:57,2023-LCS-NWA-080823-003A,8/9/2023,2:57,,
1691564520,3.45,21.719,1.815,0.985,7450-778298,TRUE,8/9/2023 3:02,2023-LCS-NWA-080823-005A,8/9/2023,3:02,,
1691564580,3.42,22.333,4.861,0.918,7450-049711,TRUE,8/9/2023 3:03,2023-LCS-NWA-080823-002A,8/9/2023,3:03,,
1691564820,3.42,22.646,4.297,0.954,7450-770855,TRUE,8/9/2023 3:07,2023-LCS-NWA-080823-001A,8/9/2023,3:07,,
1691564820,3.42,21.409,0.45,0.961,7450-064567,TRUE,8/9/2023 3:07,2023-LCS-NWA-080823-003A,8/9/2023,3:07,,
1691565120,3.45,21.702,1.77,0.985,7450-778298,TRUE,8/9/2023 3:12,2023-LCS-NWA-080823-005A,8/9/2023,3:12,,
1691565180,3.42,22.316,4.712,0.918,7450-049711,TRUE,8/9/2023 3:13,2023-LCS-NWA-080823-002A,8/9/2023,3:13,,
1691565420,3.42,22.596,4.099,0.955,7450-770855,TRUE,8/9/2023 3:17,2023-LCS-NWA-080823-001A,8/9/2023,3:17,,
1691565420,3.42,21.384,0.417,0.96,7450-064567,TRUE,8/9/2023 3:17,2023-LCS-NWA-080823-003A,8/9/2023,3:17,,
1691565720,3.45,21.66,1.689,0.984,7450-778298,TRUE,8/9/2023 3:22,2023-LCS-NWA-080823-005A,8/9/2023,3:22,,
1691565780,3.42,22.283,4.583,0.918,7450-049711,TRUE,8/9/2023 3:23,2023-LCS-NWA-080823-002A,8/9/2023,3:23,,
1691566020,3.42,22.562,4.056,0.954,7450-770855,TRUE,8/9/2023 3:27,2023-LCS-NWA-080823-001A,8/9/2023,3:27,,
1691566020,3.42,21.368,0.468,0.961,7450-064567,TRUE,8/9/2023 3:27,2023-LCS-NWA-080823-003A,8/9/2023,3:27,,
1691566320,3.45,21.652,1.588,0.984,7450-778298,TRUE,8/9/2023 3:32,2023-LCS-NWA-080823-005A,8/9/2023,3:32,,
1691566380,3.42,22.258,4.493,0.918,7450-049711,TRUE,8/9/2023 3:33,2023-LCS-NWA-080823-002A,8/9/2023,3:33,,
1691566620,3.42,22.521,3.984,0.953,7450-770855,TRUE,8/9/2023 3:37,2023-LCS-NWA-080823-001A,8/9/2023,3:37,,
1691566620,3.42,21.343,0.357,0.959,7450-064567,TRUE,8/9/2023 3:37,2023-LCS-NWA-080823-003A,8/9/2023,3:37,,
1691566920,3.45,21.619,1.487,0.983,7450-778298,TRUE,8/9/2023 3:42,2023-LCS-NWA-080823-005A,8/9/2023,3:42,,
1691566980,3.42,22.241,4.399,0.918,7450-049711,TRUE,8/9/2023 3:43,2023-LCS-NWA-080823-002A,8/9/2023,3:43,,
1691567220,3.42,22.479,4.047,0.949,7450-770855,TRUE,8/9/2023 3:47,2023-LCS-NWA-080823-001A,8/9/2023,3:47,,
1691567220,3.42,21.326,0.278,0.957,7450-064567,TRUE,8/9/2023 3:47,2023-LCS-NWA-080823-003A,8/9/2023,3:47,,
1691567520,3.45,21.56,1.395,0.983,7450-778298,TRUE,8/9/2023 3:52,2023-LCS-NWA-080823-005A,8/9/2023,3:52,,
1691567580,3.42,22.199,4.369,0.918,7450-049711,TRUE,8/9/2023 3:53,2023-LCS-NWA-080823-002A,8/9/2023,3:53,,
1691567820,3.42,22.454,3.93,0.95,7450-770855,TRUE,8/9/2023 3:57,2023-LCS-NWA-080823-001A,8/9/2023,3:57,,
1691567820,3.42,21.267,0.269,0.957,7450-064567,TRUE,8/9/2023 3:57,2023-LCS-NWA-080823-003A,8/9/2023,3:57,,
1691568120,3.45,21.476,1.258,0.982,7450-778298,TRUE,8/9/2023 4:02,2023-LCS-NWA-080823-005A,8/9/2023,4:02,,
1691568180,3.42,22.183,4.248,0.918,7450-049711,TRUE,8/9/2023 4:03,2023-LCS-NWA-080823-002A,8/9/2023,4:03,,
1691568420,3.42,22.404,3.863,0.951,7450-770855,TRUE,8/9/2023 4:07,2023-LCS-NWA-080823-001A,8/9/2023,4:07,,
1691568420,3.42,21.209,0.335,0.958,7450-064567,TRUE,8/9/2023 4:07,2023-LCS-NWA-080823-003A,8/9/2023,4:07,,
1691568720,3.45,21.46,1.236,0.982,7450-778298,TRUE,8/9/2023 4:12,2023-LCS-NWA-080823-005A,8/9/2023,4:12,,
1691568780,3.42,22.132,4.11,0.918,7450-049711,TRUE,8/9/2023 4:13,2023-LCS-NWA-080823-002A,8/9/2023,4:13,,
1691569020,3.42,22.37,3.809,0.951,7450-770855,TRUE,8/9/2023 4:17,2023-LCS-NWA-080823-001A,8/9/2023,4:17,,
1691569020,3.42,21.217,0.209,0.956,7450-064567,TRUE,8/9/2023 4:17,2023-LCS-NWA-080823-003A,8/9/2023,4:17,,
1691569320,3.45,21.485,1.272,0.982,7450-778298,TRUE,8/9/2023 4:22,2023-LCS-NWA-080823-005A,8/9/2023,4:22,,
1691569380,3.42,22.099,4.098,0.918,7450-049711,TRUE,8/9/2023 4:23,2023-LCS-NWA-080823-002A,8/9/2023,4:23,,
1691569620,3.42,22.337,3.751,0.952,7450-770855,TRUE,8/9/2023 4:27,2023-LCS-NWA-080823-001A,8/9/2023,4:27,,
1691569620,3.42,21.184,0.191,0.955,7450-064567,TRUE,8/9/2023 4:27,2023-LCS-NWA-080823-003A,8/9/2023,4:27,,
1691569920,3.45,21.393,1.178,0.982,7450-778298,TRUE,8/9/2023 4:32,2023-LCS-NWA-080823-005A,8/9/2023,4:32,,
1691569980,3.42,22.066,3.9,0.919,7450-049711,TRUE,8/9/2023 4:33,2023-LCS-NWA-080823-002A,8/9/2023,4:33,,
1691570220,3.42,22.303,3.699,0.954,7450-770855,TRUE,8/9/2023 4:37,2023-LCS-NWA-080823-001A,8/9/2023,4:37,,
1691570220,3.42,21.159,0.184,0.955,7450-064567,TRUE,8/9/2023 4:37,2023-LCS-NWA-080823-003A,8/9/2023,4:37,,
1691570520,3.45,21.434,1.177,0.981,7450-778298,TRUE,8/9/2023 4:42,2023-LCS-NWA-080823-005A,8/9/2023,4:42,,
1691570580,3.42,22.015,3.675,0.918,7450-049711,TRUE,8/9/2023 4:43,2023-LCS-NWA-080823-002A,8/9/2023,4:43,,
1691570820,3.42,22.27,3.742,0.952,7450-770855,TRUE,8/9/2023 4:47,2023-LCS-NWA-080823-001A,8/9/2023,4:47,,
1691570820,3.42,21.133,0.153,0.954,7450-064567,TRUE,8/9/2023 4:47,2023-LCS-NWA-080823-003A,8/9/2023,4:47,,
1691571120,3.45,21.409,1.122,0.981,7450-778298,TRUE,8/9/2023 4:52,2023-LCS-NWA-080823-005A,8/9/2023,4:52,,
1691571180,3.42,21.99,3.541,0.918,7450-049711,TRUE,8/9/2023 4:53,2023-LCS-NWA-080823-002A,8/9/2023,4:53,,
1691571420,3.42,22.203,3.572,0.954,7450-770855,TRUE,8/9/2023 4:57,2023-LCS-NWA-080823-001A,8/9/2023,4:57,,
1691571420,3.42,21.133,0.141,0.954,7450-064567,TRUE,8/9/2023 4:57,2023-LCS-NWA-080823-003A,8/9/2023,4:57,,
1691571720,3.45,21.434,1.245,0.982,7450-778298,TRUE,8/9/2023 5:02,2023-LCS-NWA-080823-005A,8/9/2023,5:02,,
1691571780,3.42,21.932,3.355,0.918,7450-049711,TRUE,8/9/2023 5:03,2023-LCS-NWA-080823-002A,8/9/2023,5:03,,
1691572020,3.42,22.195,3.392,0.955,7450-770855,TRUE,8/9/2023 5:07,2023-LCS-NWA-080823-001A,8/9/2023,5:07,,
1691572020,3.41,21.067,0.127,0.953,7450-064567,TRUE,8/9/2023 5:07,2023-LCS-NWA-080823-003A,8/9/2023,5:07,,
1691572320,3.45,21.418,1.212,0.981,7450-778298,TRUE,8/9/2023 5:12,2023-LCS-NWA-080823-005A,8/9/2023,5:12,,
1691572380,3.42,21.915,3.318,0.918,7450-049711,TRUE,8/9/2023 5:13,2023-LCS-NWA-080823-002A,8/9/2023,5:13,,
1691572620,3.42,22.153,3.726,0.956,7450-770855,TRUE,8/9/2023 5:17,2023-LCS-NWA-080823-001A,8/9/2023,5:17,,
1691572620,3.41,21.033,0.14,0.954,7450-064567,TRUE,8/9/2023 5:17,2023-LCS-NWA-080823-003A,8/9/2023,5:17,,
1691572920,3.45,21.384,1.155,0.981,7450-778298,TRUE,8/9/2023 5:22,2023-LCS-NWA-080823-005A,8/9/2023,5:22,,
1691572980,3.42,21.848,3.23,0.918,7450-049711,TRUE,8/9/2023 5:23,2023-LCS-NWA-080823-002A,8/9/2023,5:23,,
1691573220,3.42,22.094,3.823,0.96,7450-770855,TRUE,8/9/2023 5:27,2023-LCS-NWA-080823-001A,8/9/2023,5:27,,
1691573220,3.41,21.025,0.105,0.953,7450-064567,TRUE,8/9/2023 5:27,2023-LCS-NWA-080823-003A,8/9/2023,5:27,,
1691573520,3.45,21.359,1.215,0.981,7450-778298,TRUE,8/9/2023 5:32,2023-LCS-NWA-080823-005A,8/9/2023,5:32,,
1691573580,3.42,21.873,3.222,0.919,7450-049711,TRUE,8/9/2023 5:33,2023-LCS-NWA-080823-002A,8/9/2023,5:33,,
1691573820,3.42,22.069,3.845,0.963,7450-770855,TRUE,8/9/2023 5:37,2023-LCS-NWA-080823-001A,8/9/2023,5:37,,
1691573820,3.41,20.991,0.122,0.953,7450-064567,TRUE,8/9/2023 5:37,2023-LCS-NWA-080823-003A,8/9/2023,5:37,,
1691574120,3.45,21.326,1.158,0.981,7450-778298,TRUE,8/9/2023 5:42,2023-LCS-NWA-080823-005A,8/9/2023,5:42,,
1691574180,3.42,21.84,3.148,0.919,7450-049711,TRUE,8/9/2023 5:43,2023-LCS-NWA-080823-002A,8/9/2023,5:43,,
1691574420,3.42,22.019,3.874,0.964,7450-770855,TRUE,8/9/2023 5:47,2023-LCS-NWA-080823-001A,8/9/2023,5:47,,
1691574420,3.41,20.95,0.08,0.952,7450-064567,TRUE,8/9/2023 5:47,2023-LCS-NWA-080823-003A,8/9/2023,5:47,,
1691574720,3.45,21.334,0.996,0.98,7450-778298,TRUE,8/9/2023 5:52,2023-LCS-NWA-080823-005A,8/9/2023,5:52,,
1691574780,3.42,21.84,3.081,0.919,7450-049711,TRUE,8/9/2023 5:53,2023-LCS-NWA-080823-002A,8/9/2023,5:53,,
1691575020,3.42,21.986,3.876,0.965,7450-770855,TRUE,8/9/2023 5:57,2023-LCS-NWA-080823-001A,8/9/2023,5:57,,
1691575020,3.41,20.924,0.1,0.953,7450-064567,TRUE,8/9/2023 5:57,2023-LCS-NWA-080823-003A,8/9/2023,5:57,,
1691575320,3.45,21.276,1.012,0.98,7450-778298,TRUE,8/9/2023 6:02,2023-LCS-NWA-080823-005A,8/9/2023,6:02,,
1691575380,3.42,21.773,2.94,0.919,7450-049711,TRUE,8/9/2023 6:03,2023-LCS-NWA-080823-002A,8/9/2023,6:03,,
1691575620,3.42,21.961,3.894,0.965,7450-770855,TRUE,8/9/2023 6:07,2023-LCS-NWA-080823-001A,8/9/2023,6:07,,
1691575620,3.41,20.916,0.08,0.952,7450-064567,TRUE,8/9/2023 6:07,2023-LCS-NWA-080823-003A,8/9/2023,6:07,,
1691575920,3.45,21.259,0.861,0.978,7450-778298,TRUE,8/9/2023 6:12,2023-LCS-NWA-080823-005A,8/9/2023,6:12,,
1691575980,3.42,21.781,2.776,0.919,7450-049711,TRUE,8/9/2023 6:13,2023-LCS-NWA-080823-002A,8/9/2023,6:13,,
1691576220,3.42,21.911,3.974,0.966,7450-770855,TRUE,8/9/2023 6:17,2023-LCS-NWA-080823-001A,8/9/2023,6:17,,
1691576220,3.41,20.874,0.084,0.952,7450-064567,TRUE,8/9/2023 6:17,2023-LCS-NWA-080823-003A,8/9/2023,6:17,,
1691576520,3.45,21.25,0.759,0.977,7450-778298,TRUE,8/9/2023 6:22,2023-LCS-NWA-080823-005A,8/9/2023,6:22,,
1691576580,3.42,21.731,2.641,0.919,7450-049711,TRUE,8/9/2023 6:23,2023-LCS-NWA-080823-002A,8/9/2023,6:23,,
1691576820,3.42,21.877,4.013,0.966,7450-770855,TRUE,8/9/2023 6:27,2023-LCS-NWA-080823-001A,8/9/2023,6:27,,
1691576820,3.41,20.858,0.079,0.952,7450-064567,TRUE,8/9/2023 6:27,2023-LCS-NWA-080823-003A,8/9/2023,6:27,,
1691577120,3.45,21.209,0.767,0.977,7450-778298,TRUE,8/9/2023 6:32,2023-LCS-NWA-080823-005A,8/9/2023,6:32,,
1691577180,3.42,21.698,2.528,0.919,7450-049711,TRUE,8/9/2023 6:33,2023-LCS-NWA-080823-002A,8/9/2023,6:33,,
1691577420,3.42,21.869,3.869,0.966,7450-770855,TRUE,8/9/2023 6:37,2023-LCS-NWA-080823-001A,8/9/2023,6:37,,
1691577420,3.41,20.816,0.107,0.953,7450-064567,TRUE,8/9/2023 6:37,2023-LCS-NWA-080823-003A,8/9/2023,6:37,,
1691577720,3.45,21.158,0.73,0.977,7450-778298,TRUE,8/9/2023 6:42,2023-LCS-NWA-080823-005A,8/9/2023,6:42,,
1691577780,3.42,21.689,2.317,0.919,7450-049711,TRUE,8/9/2023 6:43,2023-LCS-NWA-080823-002A,8/9/2023,6:43,,
1691578020,3.42,21.835,3.759,0.965,7450-770855,TRUE,8/9/2023 6:47,2023-LCS-NWA-080823-001A,8/9/2023,6:47,,
1691578020,3.41,20.799,0.119,0.953,7450-064567,TRUE,8/9/2023 6:47,2023-LCS-NWA-080823-003A,8/9/2023,6:47,,
1691578320,3.45,21.117,0.803,0.978,7450-778298,TRUE,8/9/2023 6:52,2023-LCS-NWA-080823-005A,8/9/2023,6:52,,
1691578380,3.42,21.664,2.225,0.918,7450-049711,TRUE,8/9/2023 6:53,2023-LCS-NWA-080823-002A,8/9/2023,6:53,,
1691578620,3.42,21.785,3.803,0.966,7450-770855,TRUE,8/9/2023 6:57,2023-LCS-NWA-080823-001A,8/9/2023,6:57,,
1691578620,3.41,20.782,0.093,0.953,7450-064567,TRUE,8/9/2023 6:57,2023-LCS-NWA-080823-003A,8/9/2023,6:57,,
1691578920,3.45,21.1,0.682,0.976,7450-778298,TRUE,8/9/2023 7:02,2023-LCS-NWA-080823-005A,8/9/2023,7:02,,
1691578980,3.42,21.631,2.069,0.918,7450-049711,TRUE,8/9/2023 7:03,2023-LCS-NWA-080823-002A,8/9/2023,7:03,,
1691579220,3.42,21.76,3.734,0.966,7450-770855,TRUE,8/9/2023 7:07,2023-LCS-NWA-080823-001A,8/9/2023,7:07,,
1691579220,3.41,20.791,0.09,0.952,7450-064567,TRUE,8/9/2023 7:07,2023-LCS-NWA-080823-003A,8/9/2023,7:07,,
1691579520,3.44,21.033,0.624,0.976,7450-778298,TRUE,8/9/2023 7:12,2023-LCS-NWA-080823-005A,8/9/2023,7:12,,
1691579580,3.42,21.597,1.917,0.918,7450-049711,TRUE,8/9/2023 7:13,2023-LCS-NWA-080823-002A,8/9/2023,7:13,,
1691579820,3.42,21.718,3.611,0.965,7450-770855,TRUE,8/9/2023 7:17,2023-LCS-NWA-080823-001A,8/9/2023,7:17,,
1691579820,3.41,20.774,0.05,0.951,7450-064567,TRUE,8/9/2023 7:17,2023-LCS-NWA-080823-003A,8/9/2023,7:17,,
1691580120,3.44,21.05,0.645,0.975,7450-778298,TRUE,8/9/2023 7:22,2023-LCS-NWA-080823-005A,8/9/2023,7:22,,
1691580180,3.42,21.597,1.836,0.918,7450-049711,TRUE,8/9/2023 7:23,2023-LCS-NWA-080823-002A,8/9/2023,7:23,,
1691580420,3.42,21.718,3.527,0.966,7450-770855,TRUE,8/9/2023 7:27,2023-LCS-NWA-080823-001A,8/9/2023,7:27,,
1691580420,3.41,20.757,0.09,0.953,7450-064567,TRUE,8/9/2023 7:27,2023-LCS-NWA-080823-003A,8/9/2023,7:27,,
1691580720,3.44,21.058,0.636,0.976,7450-778298,TRUE,8/9/2023 7:32,2023-LCS-NWA-080823-005A,8/9/2023,7:32,,
1691580780,3.42,21.581,1.757,0.918,7450-049711,TRUE,8/9/2023 7:33,2023-LCS-NWA-080823-002A,8/9/2023,7:33,,
1691581020,3.42,21.702,3.447,0.965,7450-770855,TRUE,8/9/2023 7:37,2023-LCS-NWA-080823-001A,8/9/2023,7:37,,
1691581020,3.41,20.757,0.11,0.953,7450-064567,TRUE,8/9/2023 7:37,2023-LCS-NWA-080823-003A,8/9/2023,7:37,,
1691581320,3.44,21.025,0.586,0.975,7450-778298,TRUE,8/9/2023 7:42,2023-LCS-NWA-080823-005A,8/9/2023,7:42,,
1691581380,3.42,21.597,1.767,0.917,7450-049711,TRUE,8/9/2023 7:43,2023-LCS-NWA-080823-002A,8/9/2023,7:43,,
1691581620,3.42,21.693,3.069,0.967,7450-770855,TRUE,8/9/2023 7:47,2023-LCS-NWA-080823-001A,8/9/2023,7:47,,
1691581620,3.41,20.765,0.086,0.952,7450-064567,TRUE,8/9/2023 7:47,2023-LCS-NWA-080823-003A,8/9/2023,7:47,,
1691581920,3.44,20.999,0.68,0.976,7450-778298,TRUE,8/9/2023 7:52,2023-LCS-NWA-080823-005A,8/9/2023,7:52,,
1691581980,3.42,21.589,1.807,0.917,7450-049711,TRUE,8/9/2023 7:53,2023-LCS-NWA-080823-002A,8/9/2023,7:53,,
1691582220,3.42,21.685,2.959,0.967,7450-770855,TRUE,8/9/2023 7:57,2023-LCS-NWA-080823-001A,8/9/2023,7:57,,
1691582220,3.41,20.765,0.122,0.954,7450-064567,TRUE,8/9/2023 7:57,2023-LCS-NWA-080823-003A,8/9/2023,7:57,,
1691582520,3.44,20.999,0.653,0.976,7450-778298,TRUE,8/9/2023 8:02,2023-LCS-NWA-080823-005A,8/9/2023,8:02,,
1691582580,3.42,21.606,1.779,0.918,7450-049711,TRUE,8/9/2023 8:03,2023-LCS-NWA-080823-002A,8/9/2023,8:03,,
1691582820,3.42,21.693,2.944,0.967,7450-770855,TRUE,8/9/2023 8:07,2023-LCS-NWA-080823-001A,8/9/2023,8:07,,
1691582820,3.41,20.824,0.194,0.955,7450-064567,TRUE,8/9/2023 8:07,2023-LCS-NWA-080823-003A,8/9/2023,8:07,,
1691583120,3.44,20.999,0.604,0.975,7450-778298,TRUE,8/9/2023 8:12,2023-LCS-NWA-080823-005A,8/9/2023,8:12,,
1691583180,3.42,21.681,1.685,0.917,7450-049711,TRUE,8/9/2023 8:13,2023-LCS-NWA-080823-002A,8/9/2023,8:13,,
1691583420,3.42,21.693,2.914,0.967,7450-770855,TRUE,8/9/2023 8:17,2023-LCS-NWA-080823-001A,8/9/2023,8:17,,
1691583420,3.41,20.74,0.307,0.958,7450-064567,TRUE,8/9/2023 8:17,2023-LCS-NWA-080823-003A,8/9/2023,8:17,,
1691583720,3.44,20.983,0.565,0.975,7450-778298,TRUE,8/9/2023 8:22,2023-LCS-NWA-080823-005A,8/9/2023,8:22,,
1691583780,3.42,21.714,1.861,0.918,7450-049711,TRUE,8/9/2023 8:23,2023-LCS-NWA-080823-002A,8/9/2023,8:23,,
1691584020,3.42,21.718,2.919,0.967,7450-770855,TRUE,8/9/2023 8:27,2023-LCS-NWA-080823-001A,8/9/2023,8:27,,
1691584020,3.41,20.791,0.411,0.96,7450-064567,TRUE,8/9/2023 8:27,2023-LCS-NWA-080823-003A,8/9/2023,8:27,,
1691584320,3.44,21.016,0.622,0.975,7450-778298,TRUE,8/9/2023 8:32,2023-LCS-NWA-080823-005A,8/9/2023,8:32,,
1691584380,3.42,21.739,1.79,0.917,7450-049711,TRUE,8/9/2023 8:33,2023-LCS-NWA-080823-002A,8/9/2023,8:33,,
1691584620,3.42,21.769,2.875,0.967,7450-770855,TRUE,8/9/2023 8:37,2023-LCS-NWA-080823-001A,8/9/2023,8:37,,
1691584620,3.41,20.908,0.603,0.964,7450-064567,TRUE,8/9/2023 8:37,2023-LCS-NWA-080823-003A,8/9/2023,8:37,,
1691584920,3.44,21.033,0.628,0.976,7450-778298,TRUE,8/9/2023 8:42,2023-LCS-NWA-080823-005A,8/9/2023,8:42,,
1691584980,3.42,21.798,1.741,0.917,7450-049711,TRUE,8/9/2023 8:43,2023-LCS-NWA-080823-002A,8/9/2023,8:43,,
1691585220,3.42,21.827,2.994,0.967,7450-770855,TRUE,8/9/2023 8:47,2023-LCS-NWA-080823-001A,8/9/2023,8:47,,
1691585220,3.41,20.933,0.678,0.965,7450-064567,TRUE,8/9/2023 8:47,2023-LCS-NWA-080823-003A,8/9/2023,8:47,,
1691585520,3.45,21.075,0.632,0.975,7450-778298,TRUE,8/9/2023 8:52,2023-LCS-NWA-080823-005A,8/9/2023,8:52,,
1691585580,3.42,21.915,1.762,0.917,7450-049711,TRUE,8/9/2023 8:53,2023-LCS-NWA-080823-002A,8/9/2023,8:53,,
1691585820,3.42,21.835,3.148,0.967,7450-770855,TRUE,8/9/2023 8:57,2023-LCS-NWA-080823-001A,8/9/2023,8:57,,
1691585820,3.41,20.966,0.71,0.965,7450-064567,TRUE,8/9/2023 8:57,2023-LCS-NWA-080823-003A,8/9/2023,8:57,,
1691586120,3.45,21.083,0.579,0.975,7450-778298,TRUE,8/9/2023 9:02,2023-LCS-NWA-080823-005A,8/9/2023,9:02,,
1691586180,3.42,21.974,1.884,0.917,7450-049711,TRUE,8/9/2023 9:03,2023-LCS-NWA-080823-002A,8/9/2023,9:03,,
1691586420,3.42,21.911,3.203,0.967,7450-770855,TRUE,8/9/2023 9:07,2023-LCS-NWA-080823-001A,8/9/2023,9:07,,
1691586420,3.41,20.983,0.81,0.966,7450-064567,TRUE,8/9/2023 9:07,2023-LCS-NWA-080823-003A,8/9/2023,9:07,,
1691586720,3.45,21.117,0.639,0.975,7450-778298,TRUE,8/9/2023 9:12,2023-LCS-NWA-080823-005A,8/9/2023,9:12,,
1691586780,3.42,22.074,2.391,0.918,7450-049711,TRUE,8/9/2023 9:13,2023-LCS-NWA-080823-002A,8/9/2023,9:13,,
1691587020,3.42,21.944,3.322,0.967,7450-770855,TRUE,8/9/2023 9:17,2023-LCS-NWA-080823-001A,8/9/2023,9:17,,
1691587020,3.42,21.15,1.261,0.971,7450-064567,TRUE,8/9/2023 9:17,2023-LCS-NWA-080823-003A,8/9/2023,9:17,,
1691587320,3.45,21.125,0.682,0.976,7450-778298,TRUE,8/9/2023 9:22,2023-LCS-NWA-080823-005A,8/9/2023,9:22,,
1691587380,3.42,22.241,2.423,0.918,7450-049711,TRUE,8/9/2023 9:23,2023-LCS-NWA-080823-002A,8/9/2023,9:23,,
1691587620,3.42,22.003,3.115,0.967,7450-770855,TRUE,8/9/2023 9:27,2023-LCS-NWA-080823-001A,8/9/2023,9:27,,
1691587620,3.42,21.2,1.222,0.97,7450-064567,TRUE,8/9/2023 9:27,2023-LCS-NWA-080823-003A,8/9/2023,9:27,,
1691587920,3.45,21.175,0.856,0.978,7450-778298,TRUE,8/9/2023 9:32,2023-LCS-NWA-080823-005A,8/9/2023,9:32,,
1691587980,3.42,22.35,2.501,0.918,7450-049711,TRUE,8/9/2023 9:33,2023-LCS-NWA-080823-002A,8/9/2023,9:33,,
1691588220,3.42,22.069,3.01,0.967,7450-770855,TRUE,8/9/2023 9:37,2023-LCS-NWA-080823-001A,8/9/2023,9:37,,
1691588220,3.42,21.167,1.067,0.969,7450-064567,TRUE,8/9/2023 9:37,2023-LCS-NWA-080823-003A,8/9/2023,9:37,,
1691588520,3.45,21.184,0.748,0.977,7450-778298,TRUE,8/9/2023 9:42,2023-LCS-NWA-080823-005A,8/9/2023,9:42,,
1691588580,3.42,22.467,2.626,0.918,7450-049711,TRUE,8/9/2023 9:43,2023-LCS-NWA-080823-002A,8/9/2023,9:43,,
1691588820,3.42,22.111,3.008,0.967,7450-770855,TRUE,8/9/2023 9:47,2023-LCS-NWA-080823-001A,8/9/2023,9:47,,
