Field.Number,Year,Species,Common.Name,Weight_g,Volume_mL,Cell,Rake_depth_m,SAV_category,Algae_category
2024-LCS-NWA-290824-005A,2024,Utricularia vulgaris,Common bladderwort,1.8,2,West cell,1,1,0
2024-LCS-NWA-290824-005A,2024,Ceratophyllum demersum,Coontail,50.3,54,West cell,1,1,0
2024-LCS-NWA-290824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,1,1,0
2024-LCS-NWA-290824-005A,2024,Spirodela polyrhiza,Greater duckweed,0,0,West cell,1,1,0
2024-LCS-NWA-290824-005A,2024,Lemna minor,Lesser duckweed,0,0,West cell,1,1,0
2024-LCS-NWA-290824-005A,2024,Potamogeton sp.,Pondweed sp.,0,0,West cell,1,1,0
2024-LCS-NWA-290824-005A,2024,Stuckenia pectinatus,Sago pondweed,11.6,14,West cell,1,1,0
2024-LCS-NWA-290824-005A,2024,Lemna trisulca,Star duckweed,0.9,2,West cell,1,1,0
2024-LCS-NWA-290824-005A,2024,Unknown Submerged,Unknown Submerged,6.8,8,West cell,1,1,0
2024-LCS-NWA-290824-005A,2024,Unknown Submerged,Unknown Submerged,0.8,1,West cell,1,1,0
2024-LCS-NWA-290824-005A,2024,Wolffia sp.,Watermeal sp.,,,West cell,1,1,0
2024-LCS-NWA-290824-005A,2024,Nymphaea sp.,White water lily,,,West cell,1,1,0
2024-LCS-NWA-290824-006A,2024,Algae,Algae,0,0,West cell,0.9,1,0
2024-LCS-NWA-290824-006A,2024,Typha sp.,Cattail sp.,,,West cell,0.9,1,0
2024-LCS-NWA-290824-006A,2024,Utricularia vulgaris,Common bladderwort,8.2,9,West cell,0.9,1,0
2024-LCS-NWA-290824-006A,2024,Ceratophyllum demersum,Coontail,41.8,46,West cell,0.9,1,0
2024-LCS-NWA-290824-006A,2024,Hydrocharis morsus-ranae,European frog-bit,,,West cell,0.9,1,0
2024-LCS-NWA-290824-006A,2024,Spirodela polyrhiza,Greater duckweed,0.3,0,West cell,0.9,1,0
2024-LCS-NWA-290824-006A,2024,Lemna minor,Lesser duckweed,0,0,West cell,0.9,1,0
2024-LCS-NWA-290824-006A,2024,Lemna trisulca,Star duckweed,0,0,West cell,0.9,1,0
2024-LCS-NWA-290824-006A,2024,Wolffia sp.,Watermeal sp.,0,0,West cell,0.9,1,0
2024-LCS-NWA-290824-006A,2024,Nymphaea sp.,White water lily,0.9,1,West cell,0.9,1,0
